repo,commit,date,url,responsible,status,comments
abhilash1in/aws-secrets-manager-action,8b3eda915e15dfc6a74a416cd71367a6bca3a4af,1605401881,https://github.com/abhilash1in/aws-secrets-manager-action/commits/8b3eda915e15dfc6a74a416cd71367a6bca3a4af,igibek,0,,,,,
microsoft/playwright-github-action,f825488c5dfbb750e6e041412c3baad40d07ef18,1583354263,https://github.com/microsoft/playwright-github-action/commits/f825488c5dfbb750e6e041412c3baad40d07ef18,igibek,0,,,,,
ppd/action-gh-release,2cf5c664505721097376937a6b0bcd26758fefc8,1604513929,https://github.com/ppd/action-gh-release/commits/2cf5c664505721097376937a6b0bcd26758fefc8,raima,1,,,,,
ppd/action-gh-release,aabd85678e9610477625d354d22a024c5b6cc087,1604513866,https://github.com/ppd/action-gh-release/commits/aabd85678e9610477625d354d22a024c5b6cc087,raima,2,,,,,
gr2m/twitter-together,f72bdb719fed3f924ecd711086181d66af4eb72e,1617049141,https://github.com/gr2m/twitter-together/commits/f72bdb719fed3f924ecd711086181d66af4eb72e,raima,1,,,,,
eighty20results/utilities,05e45589be60242b503f5413d0f73967c9778b1a,1507758201,https://github.com/eighty20results/utilities/commits/05e45589be60242b503f5413d0f73967c9778b1a,raima,0,,,,,
eighty20results/utilities,3c5f37bcff088b0f9250fd362dc6871553b27053,1507730392,https://github.com/eighty20results/utilities/commits/3c5f37bcff088b0f9250fd362dc6871553b27053,raima,1,,,,,
franzbischoff/replace_envs,75d8ae1f60517fb3af4ab75518692db2b06d137e,1611796080,https://github.com/franzbischoff/replace_envs/commits/75d8ae1f60517fb3af4ab75518692db2b06d137e,raima,0,,,,,
franzbischoff/replace_envs,6e3a97326ea4af0e9fb6be3ccfb42de4c1958389,1608568550,https://github.com/franzbischoff/replace_envs/commits/6e3a97326ea4af0e9fb6be3ccfb42de4c1958389,raima,1,dependency bump,,,,
adamzolyak/monorepo-pr-labeler-action,983ba99fd7e3418f48f8ff313232277c34c291ac,1626201872,https://github.com/adamzolyak/monorepo-pr-labeler-action/commits/983ba99fd7e3418f48f8ff313232277c34c291ac,raima,0,,,,,
adamzolyak/monorepo-pr-labeler-action,b716d7ad4d5b22c3b7742390aef6ff6fa7064322,1610494166,https://github.com/adamzolyak/monorepo-pr-labeler-action/commits/b716d7ad4d5b22c3b7742390aef6ff6fa7064322,raima,0,,,,,
adamzolyak/monorepo-pr-labeler-action,0ab1c2cc19287950c3c6e13948c912a545ef787b,1610379654,https://github.com/adamzolyak/monorepo-pr-labeler-action/commits/0ab1c2cc19287950c3c6e13948c912a545ef787b,raima,1,,,,,
anthonyvscode/newman-action,8af9e0017a248b2838396847ab7b97d49dcf95c0,1617673960,https://github.com/anthonyvscode/newman-action/commits/8af9e0017a248b2838396847ab7b97d49dcf95c0,raima,1,dependency bump,,,,
anthonyvscode/newman-action,ebeed618aeae467bc5fd0929b2bc2c464dd3dd01,1617673036,https://github.com/anthonyvscode/newman-action/commits/ebeed618aeae467bc5fd0929b2bc2c464dd3dd01,raima,2,dependency bump,,,,
anthonyvscode/newman-action,a7bdbcacd0456c1d86d78f27f1d9aa8b339e4461,1607927893,https://github.com/anthonyvscode/newman-action/commits/a7bdbcacd0456c1d86d78f27f1d9aa8b339e4461,raima,2,dependency bump,,,,
anthonyvscode/newman-action,18ceb2dcd733d2b63cfec1663388e80b1e8ebe11,1600040755,https://github.com/anthonyvscode/newman-action/commits/18ceb2dcd733d2b63cfec1663388e80b1e8ebe11,raima,2,dependency bump,,,,
psf/black,1af533108968e40cc005079a328ad117a864af13,1632599113,https://github.com/psf/black/commits/1af533108968e40cc005079a328ad117a864af13,raima,1,,,,,
ewels/tower-action,eb08ceb41d0a2bb362996efd0b93e18f842e13bc,1625576993,https://github.com/ewels/tower-action/commits/eb08ceb41d0a2bb362996efd0b93e18f842e13bc,raima,0,,,,,
ahmadnassri/action-dependabot-auto-merge,6e005d90d8c21fdce9c5115be78b6cf5c3c7bb54,1599682662,https://github.com/ahmadnassri/action-dependabot-auto-merge/commits/6e005d90d8c21fdce9c5115be78b6cf5c3c7bb54,raima,0,,,,,
ahmadnassri/action-dependabot-auto-merge,ac6ce501337d2f3f00d92c2ea61aec7c67787c18,1598878804,https://github.com/ahmadnassri/action-dependabot-auto-merge/commits/ac6ce501337d2f3f00d92c2ea61aec7c67787c18,raima,0,,,,,
ahmadnassri/action-dependabot-auto-merge,b47b86de9dcac7568cbf5bb0cc1fa70331ff46d1,1598799036,https://github.com/ahmadnassri/action-dependabot-auto-merge/commits/b47b86de9dcac7568cbf5bb0cc1fa70331ff46d1,raima,0,,,,,
scratchaddons/l10n-script,b160932398b9ab7570446dbd76ae56a627c43bd3,1615736075,https://github.com/scratchaddons/l10n-script/commits/b160932398b9ab7570446dbd76ae56a627c43bd3,raima,0,,,,,
scratchaddons/l10n-script,a0c2f475d9aa75c29f6164a5258673140a87a298,1615553478,https://github.com/scratchaddons/l10n-script/commits/a0c2f475d9aa75c29f6164a5258673140a87a298,raima,0,,,,,
jurijzahn8019/action-dependabot-bump-range,fab5256dfd9136659d434aed979da185a3c3042b,1637215746,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/fab5256dfd9136659d434aed979da185a3c3042b,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2fdfd009e81bb1f5f0b0988a97023dc7805bcbe8,1636697296,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2fdfd009e81bb1f5f0b0988a97023dc7805bcbe8,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,864d9562d002f691da1da050913b757ef4d487f6,1636611037,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/864d9562d002f691da1da050913b757ef4d487f6,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,d6342c80c5f8d701ef843a763a4d48d41c175c96,1636438253,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/d6342c80c5f8d701ef843a763a4d48d41c175c96,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,d6b44549f1fc4b3262ddeea95631b6d54ed2f121,1635833322,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/d6b44549f1fc4b3262ddeea95631b6d54ed2f121,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,1b1254acffd30135de7393a5a9eab918c7d860b7,1635746758,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/1b1254acffd30135de7393a5a9eab918c7d860b7,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,6251de1c12dc6e9a7f92c6d0a1bae16e8610312f,1635483939,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/6251de1c12dc6e9a7f92c6d0a1bae16e8610312f,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,3f36afa4a2724c2b21a4a98c84c0ad7f2772e9c5,1635311049,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/3f36afa4a2724c2b21a4a98c84c0ad7f2772e9c5,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,80e12b98a1d0592ffa36b83c2af3659a0ca189c2,1635225285,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/80e12b98a1d0592ffa36b83c2af3659a0ca189c2,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,7649fedaf697cc05048ec067b9756b154a2814c4,1635224920,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/7649fedaf697cc05048ec067b9756b154a2814c4,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,84edd05b62a2f2ff7325f70051a7eba025d3d56e,1635139440,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/84edd05b62a2f2ff7325f70051a7eba025d3d56e,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,89c23c43d86f09fe0562a0c6e633e66786b6f292,1635139423,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/89c23c43d86f09fe0562a0c6e633e66786b6f292,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,61b9805aaaf557027bb072c2bfe95942000266de,1635138513,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/61b9805aaaf557027bb072c2bfe95942000266de,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,0077cc92c6055c2877bec6ecde2d8d08c606c40d,1634879400,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/0077cc92c6055c2877bec6ecde2d8d08c606c40d,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2b33686694b955e9b308adce8ed7232a4ff2cc6a,1634879394,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2b33686694b955e9b308adce8ed7232a4ff2cc6a,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,e8c821c463823caea8b5adef8a4ce526d2c12a92,1634792993,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/e8c821c463823caea8b5adef8a4ce526d2c12a92,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,3f7881fb1a32adc8f82f71dae04d281250e2d123,1634707494,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/3f7881fb1a32adc8f82f71dae04d281250e2d123,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,c67ff6c3f11ea31802cf8eacc60684211407db58,1634706415,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/c67ff6c3f11ea31802cf8eacc60684211407db58,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,aa04849f062cf5922bcee6abf46fe49776767a3f,1634706410,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/aa04849f062cf5922bcee6abf46fe49776767a3f,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,a51b5f1d29e11f4dcdf4107ff2483fe3116b3a10,1634537329,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/a51b5f1d29e11f4dcdf4107ff2483fe3116b3a10,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,6027e1735d88caedda85139d13896f9a50ea54e0,1634535396,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/6027e1735d88caedda85139d13896f9a50ea54e0,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,ead322c45d3057b3b879bab1d59fd1fc033171c7,1634535361,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/ead322c45d3057b3b879bab1d59fd1fc033171c7,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,c637b4a1b7498bafc35f085b73e7936fbb8fe4fd,1634535339,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/c637b4a1b7498bafc35f085b73e7936fbb8fe4fd,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,9a9ac3a2f5b6dddb26f08644f9047d07b71aedfa,1634533721,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/9a9ac3a2f5b6dddb26f08644f9047d07b71aedfa,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,65d4c168c8bfb54fa4b7009e74240287d94dfbcc,1634274735,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/65d4c168c8bfb54fa4b7009e74240287d94dfbcc,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,4b0320e02ab79fadd74ea2b2b2d4df5abe6522e0,1634274386,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/4b0320e02ab79fadd74ea2b2b2d4df5abe6522e0,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,124a5f895f6fe380809bd4d07816c67b7bfa440c,1634187970,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/124a5f895f6fe380809bd4d07816c67b7bfa440c,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,15421228cd197f2ce52fb2154fd529b84e3a3b89,1634102737,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/15421228cd197f2ce52fb2154fd529b84e3a3b89,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,1dbdbbdaf07c90417126c09e8e986fd830e9576d,1634101746,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/1dbdbbdaf07c90417126c09e8e986fd830e9576d,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,95864a99a9a2c15b240cf01f1586db222f2b2fe0,1634101596,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/95864a99a9a2c15b240cf01f1586db222f2b2fe0,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,3e07a07b90df56066d08fe27520878b923234e68,1634016037,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/3e07a07b90df56066d08fe27520878b923234e68,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,630e5ae7e2133597f01bf9b7fa3056fbc0724b3f,1634015434,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/630e5ae7e2133597f01bf9b7fa3056fbc0724b3f,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,6ecf4efa363629224f0cd68bc34df874af887ece,1633929189,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/6ecf4efa363629224f0cd68bc34df874af887ece,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,22469ac8eb4a479ccf1593f0d69061ec060ac219,1633929184,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/22469ac8eb4a479ccf1593f0d69061ec060ac219,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,358b4f813174a2ef5d52ed6a514e4eb7e8eea939,1633928948,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/358b4f813174a2ef5d52ed6a514e4eb7e8eea939,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,9dcf5a415fec59d327cfbc240fc9eb04f6977b07,1633669580,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/9dcf5a415fec59d327cfbc240fc9eb04f6977b07,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,163c2ac641336ed2f8026bf6a7547d5354c69959,1633497021,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/163c2ac641336ed2f8026bf6a7547d5354c69959,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,08c1542afb122342b9d6983a34d97159ca3bb186,1633413689,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/08c1542afb122342b9d6983a34d97159ca3bb186,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,8411669d52750ac0d8d1d3cb0c300c380552e6be,1633413511,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/8411669d52750ac0d8d1d3cb0c300c380552e6be,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,a9bc731bff3227970ebb844055bc6dba8eab8057,1633324246,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/a9bc731bff3227970ebb844055bc6dba8eab8057,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,0d4e2069fc60a08a164ed68412d6b9aa32b8f3ad,1633324241,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/0d4e2069fc60a08a164ed68412d6b9aa32b8f3ad,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,c9a238c2b8b10d5dc585dc42781f82f8beb2ae62,1633064851,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/c9a238c2b8b10d5dc585dc42781f82f8beb2ae62,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,87d3e757d8c471b65427d2b386d3ffb56d19225d,1632978687,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/87d3e757d8c471b65427d2b386d3ffb56d19225d,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,6cce9c66f760be43e3ebdb43434aa9735b4b4dd7,1632978561,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/6cce9c66f760be43e3ebdb43434aa9735b4b4dd7,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,a5612ced0dfc1072f6af5256a10904063bcacd88,1632978558,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/a5612ced0dfc1072f6af5256a10904063bcacd88,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,aa89eb8ca2f01d62a32dcd9aac77430b926bdd1a,1632892177,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/aa89eb8ca2f01d62a32dcd9aac77430b926bdd1a,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,ab59ca27ba1e2bfc0257a980683c55af8fb1574b,1632892168,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/ab59ca27ba1e2bfc0257a980683c55af8fb1574b,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,c73259e2468e639960e8607f0c31858f353a2450,1632892059,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/c73259e2468e639960e8607f0c31858f353a2450,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,07cd90f7bf2748e56359dd27b38320f257f8d8cb,1632806302,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/07cd90f7bf2748e56359dd27b38320f257f8d8cb,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,1fc5574cabeb012e9ea305fd4f9325fd00ebdba6,1632806143,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/1fc5574cabeb012e9ea305fd4f9325fd00ebdba6,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2bf6a8d9b6d723250e387972f3b62401b863ef7e,1632806133,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2bf6a8d9b6d723250e387972f3b62401b863ef7e,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,755b488546b870946294a636c61a274ac22ef302,1632806115,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/755b488546b870946294a636c61a274ac22ef302,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,bfa368dc3ba384e6fa58084109c2deab145e5881,1632806108,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/bfa368dc3ba384e6fa58084109c2deab145e5881,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,9e93d24a628c98a19d9964046d67ef2c673b9c30,1632719347,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/9e93d24a628c98a19d9964046d67ef2c673b9c30,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,a686cdaa6badb333a0cccc3398b9428119585a72,1632719308,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/a686cdaa6badb333a0cccc3398b9428119585a72,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,31c2b4103e4e4fe4dbd1b08ef91457a695dbf24b,1632459981,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/31c2b4103e4e4fe4dbd1b08ef91457a695dbf24b,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,4f1dc9bc9c807818af7376072f80a9b801189d2f,1632373552,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/4f1dc9bc9c807818af7376072f80a9b801189d2f,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,37b6873313de657ee3b9f346deb5a61aaaf435b5,1632292852,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/37b6873313de657ee3b9f346deb5a61aaaf435b5,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,896387ca75a210a9ce6e2884777fb7cb8c53012b,1632292782,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/896387ca75a210a9ce6e2884777fb7cb8c53012b,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,0409cbd22bb968f66eed91fe8708f5f6f897dc4f,1632292708,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/0409cbd22bb968f66eed91fe8708f5f6f897dc4f,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,cd4c89832d5d1754c01271bd1d10ac5001fa2c47,1632292675,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/cd4c89832d5d1754c01271bd1d10ac5001fa2c47,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,d46c356f0b2e6f1f66d27badadfab4d272f583b6,1632292672,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/d46c356f0b2e6f1f66d27badadfab4d272f583b6,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,99d75187baf35827a83fa8fd36534d9b2bbced58,1632292671,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/99d75187baf35827a83fa8fd36534d9b2bbced58,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,ec7d549e2dd1aafe3535bf76c86e533236063552,1632288163,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/ec7d549e2dd1aafe3535bf76c86e533236063552,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,6800d4f3efce538a30d3edeaaed2e1fcd90995d8,1632287718,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/6800d4f3efce538a30d3edeaaed2e1fcd90995d8,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2850e6684ee74150b4675eadb24de1108f9cff27,1632287618,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2850e6684ee74150b4675eadb24de1108f9cff27,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,410344d42bf8bcb1ff6f1f46867d484f5905ef9d,1632287424,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/410344d42bf8bcb1ff6f1f46867d484f5905ef9d,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,29b0215720cacc22c2ef929e36d475dbb83debaf,1631855174,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/29b0215720cacc22c2ef929e36d475dbb83debaf,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,e6241407bd632e99828f43d8ec461237c04fc87b,1631855169,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/e6241407bd632e99828f43d8ec461237c04fc87b,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,5e9c29efa8af6f53111e3c3e790cd75dcefc13ab,1631682419,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/5e9c29efa8af6f53111e3c3e790cd75dcefc13ab,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,672516cf5f98cfa4bb7938b291dd7e88635e1874,1631597684,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/672516cf5f98cfa4bb7938b291dd7e88635e1874,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2847ad2b29a4579c83891e7f4a0167d09a149409,1631597620,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2847ad2b29a4579c83891e7f4a0167d09a149409,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2e1e0c4eaecd583295ca76256fc1968f1b0ff6ae,1631597577,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2e1e0c4eaecd583295ca76256fc1968f1b0ff6ae,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,5ea402974c65b72fa16b7c0b3bedf479fc070fd6,1631597557,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/5ea402974c65b72fa16b7c0b3bedf479fc070fd6,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,f4cd75e1e9452177f5b71f523c40e54fbdef24eb,1631595999,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/f4cd75e1e9452177f5b71f523c40e54fbdef24eb,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,5d5c955b58408eb6c0e76d9f2a59e729926783db,1631509655,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/5d5c955b58408eb6c0e76d9f2a59e729926783db,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,2abe2cc2c7b0d04586c1bedc523c4bf998463ab1,1631509647,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/2abe2cc2c7b0d04586c1bedc523c4bf998463ab1,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,7729d99424f10d459bc4dd55a642e0e4b379e0b2,1631250407,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/7729d99424f10d459bc4dd55a642e0e4b379e0b2,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,be84e8136433701412db19694568db9607f6d969,1630349408,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/be84e8136433701412db19694568db9607f6d969,igibek,0,,,,,
jurijzahn8019/action-dependabot-bump-range,0df3002e88a0647b2fd5419be182fd8d28723191,1630349106,https://github.com/jurijzahn8019/action-dependabot-bump-range/commits/0df3002e88a0647b2fd5419be182fd8d28723191,igibek,0,,,,,
